# lambda_A, throughput  (3xAg mirror x optics x grism x QE)
1.777500000000000000e+04,4.891393035767441777e-01
1.780000000000000000e+04,4.890811351379045768e-01
1.782500000000000000e+04,4.890229666925458574e-01
1.785000000000000000e+04,4.889647982410635363e-01
1.787500000000000000e+04,4.889066297838296493e-01
1.790000000000000000e+04,4.888484613211931396e-01
1.792500000000000000e+04,4.887902928534818003e-01
1.795000000000000000e+04,4.887321243810038851e-01
1.797500000000000000e+04,4.886739559040485514e-01
1.800000000000000000e+04,4.886157874228876929e-01
1.802500000000000000e+04,4.883831132993894375e-01
1.805000000000000000e+04,4.881504391721396829e-01
1.807500000000000000e+04,4.879177650413673017e-01
1.810000000000000000e+04,4.876850909072875107e-01
1.812500000000000000e+04,4.874524167701018706e-01
1.815000000000000000e+04,4.872197426300001188e-01
1.817500000000000000e+04,4.869870684871601685e-01
1.820000000000000000e+04,4.867543943417491081e-01
1.822500000000000000e+04,4.865217201939239233e-01
1.825000000000000000e+04,4.862890460438319407e-01
1.827500000000000000e+04,4.860563718916113829e-01
1.830000000000000000e+04,4.858236977373922572e-01
1.832500000000000000e+04,4.855910235812964104e-01
1.835000000000000000e+04,4.853583494234385842e-01
1.837500000000000000e+04,4.851256752639261927e-01
1.840000000000000000e+04,4.848930011028602660e-01
1.842500000000000000e+04,4.846603269403354508e-01
1.845000000000000000e+04,4.844276527764410090e-01
1.847500000000000000e+04,4.841949786112603737e-01
1.850000000000000000e+04,4.839623044448720934e-01
1.852500000000000000e+04,4.837296302773499979e-01
1.855000000000000000e+04,4.834969561087630874e-01
1.857500000000000000e+04,4.832642819391763656e-01
1.860000000000000000e+04,4.830316077686509502e-01
1.862500000000000000e+04,4.827989335972441842e-01
1.865000000000000000e+04,4.825662594250096915e-01
1.867500000000000000e+04,4.823335852519981537e-01
1.870000000000000000e+04,4.821009110782568663e-01
1.872500000000000000e+04,4.818682369038302937e-01
1.875000000000000000e+04,4.816355627287606245e-01
1.877500000000000000e+04,4.814028885530867719e-01
1.880000000000000000e+04,4.811702143768455953e-01
1.882500000000000000e+04,4.809375402000720112e-01
1.885000000000000000e+04,4.807048660227982717e-01
1.887500000000000000e+04,4.804721918450549634e-01
1.890000000000000000e+04,4.802395176668707855e-01
1.892500000000000000e+04,4.800068434882726054e-01
1.895000000000000000e+04,4.797741693092857918e-01
1.897500000000000000e+04,4.795414951299337702e-01
1.900000000000000000e+04,4.793088209502391339e-01
1.902500000000000000e+04,4.790761467702226439e-01
1.905000000000000000e+04,4.788434725899040623e-01
1.907500000000000000e+04,4.786107984093017631e-01
1.910000000000000000e+04,4.783781242284330659e-01
1.912500000000000000e+04,4.781454500473141800e-01
1.915000000000000000e+04,4.779127758659604819e-01
1.917500000000000000e+04,4.776801016843862380e-01
1.920000000000000000e+04,4.774474275026048264e-01
1.922500000000000000e+04,4.772147533206290704e-01
1.925000000000000000e+04,4.769820791384707936e-01
1.927500000000000000e+04,4.767494049561409319e-01
1.930000000000000000e+04,4.765167307736502544e-01
1.932500000000000000e+04,4.762840565910083646e-01
1.935000000000000000e+04,4.760513824082245327e-01
1.937500000000000000e+04,4.758187082253075295e-01
1.940000000000000000e+04,4.755860340422654042e-01
1.942500000000000000e+04,4.753533598591058174e-01
1.945000000000000000e+04,4.751206856758359853e-01
1.947500000000000000e+04,4.748880114924623475e-01
1.950000000000000000e+04,4.746553373089916761e-01
1.952500000000000000e+04,4.744226631254295778e-01
1.955000000000000000e+04,4.741899889417818259e-01
1.957500000000000000e+04,4.739573147580534718e-01
1.960000000000000000e+04,4.737246405742495670e-01
1.962500000000000000e+04,4.734919663903746634e-01
1.965000000000000000e+04,4.732592922064330354e-01
1.967500000000000000e+04,4.730266180224290129e-01
1.970000000000000000e+04,4.727939438383661486e-01
1.972500000000000000e+04,4.725612696542480506e-01
1.975000000000000000e+04,4.723285954700781608e-01
1.977500000000000000e+04,4.720959212858597542e-01
1.980000000000000000e+04,4.718632471015954954e-01
1.982500000000000000e+04,4.716305729172884376e-01
1.985000000000000000e+04,4.713978987329411341e-01
1.987500000000000000e+04,4.711652245485559720e-01
1.990000000000000000e+04,4.709325503641353383e-01
1.992500000000000000e+04,4.706998761796813979e-01
1.995000000000000000e+04,4.704672019951960382e-01
1.997500000000000000e+04,4.702345278106814797e-01
2.000000000000000000e+04,4.700018536261392210e-01
2.002500000000000000e+04,4.695333515402450586e-01
2.005000000000000000e+04,4.690650830629455315e-01
2.007500000000000000e+04,4.685970481942423049e-01
2.010000000000000000e+04,4.681292469341366003e-01
2.012500000000000000e+04,4.676616792826301938e-01
2.015000000000000000e+04,4.671943452397239738e-01
2.017500000000000000e+04,4.667272448054191059e-01
2.020000000000000000e+04,4.662603779797168668e-01
2.022500000000000000e+04,4.657937447626182559e-01
2.025000000000000000e+04,4.653273451541242167e-01
2.027500000000000000e+04,4.648611791542356375e-01
2.030000000000000000e+04,4.643952467629534619e-01
2.032500000000000000e+04,4.639295479802783562e-01
2.035000000000000000e+04,4.634640828062112083e-01
2.037500000000000000e+04,4.629988512407527956e-01
2.040000000000000000e+04,4.625338532839034511e-01
2.042500000000000000e+04,4.620690889356641184e-01
2.045000000000000000e+04,4.616045581960353528e-01
2.047500000000000000e+04,4.611402610650174871e-01
2.050000000000000000e+04,4.606761975426112987e-01
2.052500000000000000e+04,4.602123676288171761e-01
2.055000000000000000e+04,4.597487713236356188e-01
2.057500000000000000e+04,4.592854086270669045e-01
2.060000000000000000e+04,4.588222795391114772e-01
2.062500000000000000e+04,4.583593840597698921e-01
2.065000000000000000e+04,4.578967221890421491e-01
2.067500000000000000e+04,4.574342939269289698e-01
2.070000000000000000e+04,4.569720992734304099e-01
2.072500000000000000e+04,4.565101382285469689e-01
2.075000000000000000e+04,4.560484107922787023e-01
2.077500000000000000e+04,4.555869169646258876e-01
2.080000000000000000e+04,4.551256567455889690e-01
2.082500000000000000e+04,4.546646301351680020e-01
2.085000000000000000e+04,4.542038371333631530e-01
2.087500000000000000e+04,4.537432777401749218e-01
2.090000000000000000e+04,4.532829519556031417e-01
2.092500000000000000e+04,4.528228597796481458e-01
2.095000000000000000e+04,4.523630012123099897e-01
2.097500000000000000e+04,4.519033762535891174e-01
2.100000000000000000e+04,4.514439849034853069e-01
2.102500000000000000e+04,4.509848271619988913e-01
2.105000000000000000e+04,4.505259030291300371e-01
2.107500000000000000e+04,4.500672125048787997e-01
2.110000000000000000e+04,4.496087555892451793e-01
2.112500000000000000e+04,4.491505322822295088e-01
2.115000000000000000e+04,4.486925425838317327e-01
2.117500000000000000e+04,4.482347864940520177e-01
2.120000000000000000e+04,4.477772640128903636e-01
2.122500000000000000e+04,4.473199751403469926e-01
2.125000000000000000e+04,4.468629198764217936e-01
2.127500000000000000e+04,4.464060982211149331e-01
2.130000000000000000e+04,4.459495101744265777e-01
2.132500000000000000e+04,4.454931557363565608e-01
2.135000000000000000e+04,4.450370349069052156e-01
2.137500000000000000e+04,4.445811476860724309e-01
2.140000000000000000e+04,4.441254940738580959e-01
2.142500000000000000e+04,4.436700740702627099e-01
2.145000000000000000e+04,4.432148876752858846e-01
2.147500000000000000e+04,4.427599348889278974e-01
2.150000000000000000e+04,4.423052157111888039e-01
2.152500000000000000e+04,4.418507301420685485e-01
2.155000000000000000e+04,4.413964781815671312e-01
2.157500000000000000e+04,4.409424598296847186e-01
2.160000000000000000e+04,4.404886750864213107e-01
2.162500000000000000e+04,4.400351239517766855e-01
2.165000000000000000e+04,4.395818064257512314e-01
2.167500000000000000e+04,4.391287225083448376e-01
2.170000000000000000e+04,4.386758721995575594e-01
2.172500000000000000e+04,4.382232554993892859e-01
2.175000000000000000e+04,4.377708724078401281e-01
2.177500000000000000e+04,4.373187229249100305e-01
2.180000000000000000e+04,4.368668070505992707e-01
2.182500000000000000e+04,4.364151247849075710e-01
2.185000000000000000e+04,4.359636761278350980e-01
2.187500000000000000e+04,4.355124610793817963e-01
2.190000000000000000e+04,4.350614796395477213e-01
2.192500000000000000e+04,4.346107318083328730e-01
2.195000000000000000e+04,4.341602175857372514e-01
2.197500000000000000e+04,4.337099369717609121e-01
2.200000000000000000e+04,4.332598899664037995e-01
2.202500000000000000e+04,4.328100765696660801e-01
2.205000000000000000e+04,4.323604967815476430e-01
2.207500000000000000e+04,4.319111506020483771e-01
2.210000000000000000e+04,4.314620380311685044e-01
2.212500000000000000e+04,4.310131590689080250e-01
2.215000000000000000e+04,4.305645137152666058e-01
2.217500000000000000e+04,4.301161019702447463e-01
2.220000000000000000e+04,4.296679238338422246e-01
2.222500000000000000e+04,4.292199793060589852e-01
2.225000000000000000e+04,4.287722683868951390e-01
2.227500000000000000e+04,4.283247910763506305e-01
2.230000000000000000e+04,4.278775473744255153e-01
2.232500000000000000e+04,4.274305372811197379e-01
2.235000000000000000e+04,4.269837607964334092e-01
2.237500000000000000e+04,4.265372179203662517e-01
2.240000000000000000e+04,4.260909086529186540e-01
2.242500000000000000e+04,4.256448329940903386e-01
2.245000000000000000e+04,4.251989909438814719e-01
2.247500000000000000e+04,4.247533825022920539e-01
2.250000000000000000e+04,4.243080076693219183e-01
2.252500000000000000e+04,4.238628664449712313e-01
2.255000000000000000e+04,4.234179588292399377e-01
2.257500000000000000e+04,4.229732848221281483e-01
2.260000000000000000e+04,4.225288444236355856e-01
2.262500000000000000e+04,4.220846376337625827e-01
2.265000000000000000e+04,4.216406644525089176e-01
2.267500000000000000e+04,4.211969248798745347e-01
2.270000000000000000e+04,4.207534189158597671e-01
2.272500000000000000e+04,4.203101465604644482e-01
2.275000000000000000e+04,4.198671078136883561e-01
2.277500000000000000e+04,4.194243026755317683e-01
2.280000000000000000e+04,4.189817311459946847e-01
2.282500000000000000e+04,4.185393932250769389e-01
2.285000000000000000e+04,4.180972889127786973e-01
2.287500000000000000e+04,4.176554182090998490e-01
2.290000000000000000e+04,4.172137811140403940e-01
2.292500000000000000e+04,4.167723776276002767e-01
2.295000000000000000e+04,4.163312077497797747e-01
2.297500000000000000e+04,4.158902714805784440e-01
2.300000000000000000e+04,4.154495688199967840e-01
2.302500000000000000e+04,4.140331296777195469e-01
2.305000000000000000e+04,4.126179520219873109e-01
2.307500000000000000e+04,4.112040358527997985e-01
2.310000000000000000e+04,4.097913811701575093e-01
2.312500000000000000e+04,4.083799879740602212e-01
2.315000000000000000e+04,4.069698562645078233e-01
2.317500000000000000e+04,4.055609860415004819e-01
2.320000000000000000e+04,4.041533773050381417e-01
2.322500000000000000e+04,4.027470300551206916e-01
2.325000000000000000e+04,4.013419442917483537e-01
2.327500000000000000e+04,3.999381200149208504e-01
2.330000000000000000e+04,3.985355572246385147e-01
2.332500000000000000e+04,3.971342559209011247e-01
2.335000000000000000e+04,3.957342161037087358e-01
2.337500000000000000e+04,3.943354377730612370e-01
2.340000000000000000e+04,3.929379209289588504e-01
2.342500000000000000e+04,3.915416655714014094e-01
2.345000000000000000e+04,3.901466717003890805e-01
2.347500000000000000e+04,3.887529393159216418e-01
2.350000000000000000e+04,3.873604684179991486e-01
2.352500000000000000e+04,3.859692590066217122e-01
2.355000000000000000e+04,3.845793110817892768e-01
2.357500000000000000e+04,3.831906246435018426e-01
2.360000000000000000e+04,3.818031996917592430e-01
2.362500000000000000e+04,3.804170362265619221e-01
2.365000000000000000e+04,3.790321342479094358e-01
2.367500000000000000e+04,3.776484937558019506e-01
2.370000000000000000e+04,3.762661147502394665e-01
2.372500000000000000e+04,3.748849972312219836e-01
2.375000000000000000e+04,3.735051411987495573e-01
2.377500000000000000e+04,3.721265466528220767e-01
2.380000000000000000e+04,3.707492135934395971e-01
2.382500000000000000e+04,3.693731420206020633e-01
2.385000000000000000e+04,3.679983319343096415e-01
2.387500000000000000e+04,3.666247833345621654e-01
2.390000000000000000e+04,3.652524962213596349e-01
2.392500000000000000e+04,3.638814705947021610e-01
2.395000000000000000e+04,3.625117064545897438e-01
2.397500000000000000e+04,3.611432038010222723e-01
2.400000000000000000e+04,3.597759626339997463e-01
2.402500000000000000e+04,3.583135843567085144e-01
2.405000000000000000e+04,3.568530983092348396e-01
2.407500000000000000e+04,3.553945044915786111e-01
2.410000000000000000e+04,3.539378029037398288e-01
2.412500000000000000e+04,3.524829935457185481e-01
2.415000000000000000e+04,3.510300764175148247e-01
2.417500000000000000e+04,3.495790515191285475e-01
2.420000000000000000e+04,3.481299188505598274e-01
2.422500000000000000e+04,3.466826784118086646e-01
2.425000000000000000e+04,3.452373302028748370e-01
2.427500000000000000e+04,3.437938742237586776e-01
2.430000000000000000e+04,3.423523104744599088e-01
2.432500000000000000e+04,3.409126389549786973e-01
2.435000000000000000e+04,3.394748596653148764e-01
2.437500000000000000e+04,3.380389726054687238e-01
2.440000000000000000e+04,3.366049777754399619e-01
2.442500000000000000e+04,3.351728751752287017e-01
2.445000000000000000e+04,3.337426648048349431e-01
2.447500000000000000e+04,3.323143466642586863e-01
2.450000000000000000e+04,3.308879207534999312e-01
2.452500000000000000e+04,3.294633870725586222e-01
2.455000000000000000e+04,3.280407456214349260e-01
2.457500000000000000e+04,3.266199964001287315e-01
2.460000000000000000e+04,3.252011394086399276e-01
2.462500000000000000e+04,3.237841746469687365e-01
2.465000000000000000e+04,3.223691021151148806e-01
2.467500000000000000e+04,3.209559218130786928e-01
2.470000000000000000e+04,3.195446337408598958e-01
2.472500000000000000e+04,3.181352378984587115e-01
2.475000000000000000e+04,3.167277342858749734e-01
2.477500000000000000e+04,3.153221229031086814e-01
2.480000000000000000e+04,3.139184037501600022e-01
2.482500000000000000e+04,3.125165768270287692e-01
2.485000000000000000e+04,3.111166421337149823e-01
2.487500000000000000e+04,3.097185996702186972e-01
2.490000000000000000e+04,3.083224494365399693e-01
2.492500000000000000e+04,3.069281914326787430e-01
2.495000000000000000e+04,3.055358256586350185e-01
2.497500000000000000e+04,3.041453521144087402e-01
2.500000000000000000e+04,3.027567707999999636e-01
2.502500000000000000e+04,3.002128299345021012e-01
2.505000000000000000e+04,2.976730580142162297e-01
2.507500000000000000e+04,2.951374541455209499e-01
2.510000000000000000e+04,2.926060174348834031e-01
2.512500000000000000e+04,2.900787469888595482e-01
2.515000000000000000e+04,2.875556419140941067e-01
2.517500000000000000e+04,2.850367013173204511e-01
2.520000000000000000e+04,2.825219243053606055e-01
2.522500000000000000e+04,2.800113099851256337e-01
2.525000000000000000e+04,2.775048574636149734e-01
2.527500000000000000e+04,2.750025658479171020e-01
2.530000000000000000e+04,2.725044342452089263e-01
2.532500000000000000e+04,2.700104617627561709e-01
2.535000000000000000e+04,2.675206475079133783e-01
2.537500000000000000e+04,2.650349905881236867e-01
2.540000000000000000e+04,2.625534901109189967e-01
2.542500000000000000e+04,2.600761451839197491e-01
2.545000000000000000e+04,2.576029549148352582e-01
2.547500000000000000e+04,2.551339184114634340e-01
2.550000000000000000e+04,2.526690347816909488e-01
2.552500000000000000e+04,2.502083031334931817e-01
2.555000000000000000e+04,2.477517225749339413e-01
2.557500000000000000e+04,2.452992922141661036e-01
2.560000000000000000e+04,2.428510111594307519e-01
2.562500000000000000e+04,2.404068785190582591e-01
2.565000000000000000e+04,2.379668934014668724e-01
2.567500000000000000e+04,2.355310549151642951e-01
2.570000000000000000e+04,2.330993621687461881e-01
2.572500000000000000e+04,2.306718142708975294e-01
2.575000000000000000e+04,2.282484103303913103e-01
2.577500000000000000e+04,2.258291494560897006e-01
2.580000000000000000e+04,2.234140307569430217e-01
2.582500000000000000e+04,2.210030533419908572e-01
2.585000000000000000e+04,2.185962163203606090e-01
2.587500000000000000e+04,2.161935188012692188e-01
2.590000000000000000e+04,2.137949598940214191e-01
2.592500000000000000e+04,2.114005387080112319e-01
2.595000000000000000e+04,2.090102543527207757e-01
2.597500000000000000e+04,2.066241059377212363e-01
2.600000000000000000e+04,2.042420925726719794e-01
2.602500000000000000e+04,2.016212961430525752e-01
2.605000000000000000e+04,1.990050891652493936e-01
2.607500000000000000e+04,1.963934706505200412e-01
2.610000000000000000e+04,1.937864396102208508e-01
2.612500000000000000e+04,1.911839950558062440e-01
2.615000000000000000e+04,1.885861359988294517e-01
2.617500000000000000e+04,1.859928614509417932e-01
2.620000000000000000e+04,1.834041704238932036e-01
2.622500000000000000e+04,1.808200619295319278e-01
2.625000000000000000e+04,1.782405349798047156e-01
2.627500000000000000e+04,1.756655885867565436e-01
2.630000000000000000e+04,1.730952217625311429e-01
2.632500000000000000e+04,1.705294335193701938e-01
2.635000000000000000e+04,1.679682228696141033e-01
2.637500000000000000e+04,1.654115888257015610e-01
2.640000000000000000e+04,1.628595304001695665e-01
2.642500000000000000e+04,1.603120466056535964e-01
2.645000000000000000e+04,1.577691364548874930e-01
2.647500000000000000e+04,1.552307989607034366e-01
2.650000000000000000e+04,1.526970331360320010e-01
2.652500000000000000e+04,1.501678379939020980e-01
2.655000000000000000e+04,1.476432125474409496e-01
2.657500000000000000e+04,1.451231558098743657e-01
2.660000000000000000e+04,1.426076667945261611e-01
2.662500000000000000e+04,1.400967445148188217e-01
2.665000000000000000e+04,1.375903879842729494e-01
2.667500000000000000e+04,1.350885962165076226e-01
2.670000000000000000e+04,1.325913682252401193e-01
2.672500000000000000e+04,1.300987030242861942e-01
2.675000000000000000e+04,1.276105996275598009e-01
2.677500000000000000e+04,1.251270570490733980e-01
2.680000000000000000e+04,1.226480743029375181e-01
2.682500000000000000e+04,1.201736504033611846e-01
2.685000000000000000e+04,1.177037843646516480e-01
2.687500000000000000e+04,1.152384752012146213e-01
2.690000000000000000e+04,1.127777219275538229e-01
2.692500000000000000e+04,1.103215235582715864e-01
2.695000000000000000e+04,1.078698791080682645e-01
2.697500000000000000e+04,1.054227875917427421e-01
2.700000000000000000e+04,1.029802480241920060e-01
2.702500000000000000e+04,1.012437170442747336e-01
2.705000000000000000e+04,9.951037537828739954e-02
2.707500000000000000e+04,9.778022233654001805e-02
2.710000000000000000e+04,9.605325722941165933e-02
2.712500000000000000e+04,9.432947936734997763e-02
2.715000000000000000e+04,9.260888806087151648e-02
2.717500000000000000e+04,9.089148262056162553e-02
2.720000000000000000e+04,8.917726235707441884e-02
2.722500000000000000e+04,8.746622658113273330e-02
2.725000000000000000e+04,8.575837460352835062e-02
2.727500000000000000e+04,8.405370573512162269e-02
2.730000000000000000e+04,8.235221928684186010e-02
2.732500000000000000e+04,8.065391456968699913e-02
2.735000000000000000e+04,7.895879089472389312e-02
2.737500000000000000e+04,7.726684757308799334e-02
2.740000000000000000e+04,7.557808391598373754e-02
2.742500000000000000e+04,7.389249923468406422e-02
2.745000000000000000e+04,7.221009284053089838e-02
2.747500000000000000e+04,7.053086404493473516e-02
2.750000000000000000e+04,6.885481215937498678e-02
2.752500000000000000e+04,6.718193649539971890e-02
2.755000000000000000e+04,6.551223636462577549e-02
2.757500000000000000e+04,6.384571107873873719e-02
2.760000000000000000e+04,6.218235994949287276e-02
2.762500000000000000e+04,6.052218228871130562e-02
2.765000000000000000e+04,5.886517740828581952e-02
2.767500000000000000e+04,5.721134462017691408e-02
2.770000000000000000e+04,5.556068323641387419e-02
2.772500000000000000e+04,5.391319256909467283e-02
2.775000000000000000e+04,5.226887193038602664e-02
2.777500000000000000e+04,5.062772063252336113e-02
2.780000000000000000e+04,4.898973798781083161e-02
2.782500000000000000e+04,4.735492330862130228e-02
2.785000000000000000e+04,4.572327590739633241e-02
2.787500000000000000e+04,4.409479509664623875e-02
2.790000000000000000e+04,4.246948018894999149e-02
2.792500000000000000e+04,4.084733049695529750e-02
2.795000000000000000e+04,3.922834533337855173e-02
2.797500000000000000e+04,3.761252401100485809e-02
2.800000000000000000e+04,3.599986584268800166e-02
2.802500000000000000e+04,3.562662527715063782e-02
2.805000000000000000e+04,3.525406634614657031e-02
2.807500000000000000e+04,3.488218890216596840e-02
2.810000000000000000e+04,3.451099279771381589e-02
2.812500000000000000e+04,3.414047788530974459e-02
2.815000000000000000e+04,3.377064401748819389e-02
2.817500000000000000e+04,3.340149104679824427e-02
2.820000000000000000e+04,3.303301882580378379e-02
2.822500000000000000e+04,3.266522720708336242e-02
2.825000000000000000e+04,3.229811604323030300e-02
2.827500000000000000e+04,3.193168518685259721e-02
2.830000000000000000e+04,3.156593449057302353e-02
2.832500000000000000e+04,3.120086380702901882e-02
2.835000000000000000e+04,3.083647298887282062e-02
2.837500000000000000e+04,3.047276188877129019e-02
2.840000000000000000e+04,3.010973035940610679e-02
2.842500000000000000e+04,2.974737825347359074e-02
2.845000000000000000e+04,2.938570542368484570e-02
2.847500000000000000e+04,2.902471172276563718e-02
2.850000000000000000e+04,2.866439700345650710e-02
2.852500000000000000e+04,2.830476111851265228e-02
2.855000000000000000e+04,2.794580392070403901e-02
2.857500000000000000e+04,2.758752526281533363e-02
2.860000000000000000e+04,2.722992499764590249e-02
2.862500000000000000e+04,2.687300297800985019e-02
2.865000000000000000e+04,2.651675905673598135e-02
2.867500000000000000e+04,2.616119308666782148e-02
2.870000000000000000e+04,2.580630492066360651e-02
2.872500000000000000e+04,2.545209441159628286e-02
2.875000000000000000e+04,2.509856141235351779e-02
2.877500000000000000e+04,2.474570577583768208e-02
2.880000000000000000e+04,2.439352735496585350e-02
2.882500000000000000e+04,2.404202600266983764e-02
2.885000000000000000e+04,2.369120157189612969e-02
2.887500000000000000e+04,2.334105391560595960e-02
2.890000000000000000e+04,2.299158288677522269e-02
2.892500000000000000e+04,2.264278833839457675e-02
2.895000000000000000e+04,2.229467012346934146e-02
2.897500000000000000e+04,2.194722809501956778e-02
2.900000000000000000e+04,2.160046210607999978e-02
2.902500000000000000e+04,2.125437200970009891e-02
2.905000000000000000e+04,2.090895765894402666e-02
2.907500000000000000e+04,2.056421890689064114e-02
2.910000000000000000e+04,2.022015560663352127e-02
2.912500000000000000e+04,1.987676761128091482e-02
2.915000000000000000e+04,1.953405477395583206e-02
2.917500000000000000e+04,1.919201694779591044e-02
2.920000000000000000e+04,1.885065398595354991e-02
2.922500000000000000e+04,1.850996574159580882e-02
2.925000000000000000e+04,1.816995206790448722e-02
2.927500000000000000e+04,1.783061281807603662e-02
2.930000000000000000e+04,1.749194784532165023e-02
2.932500000000000000e+04,1.715395700286718658e-02
2.935000000000000000e+04,1.681664014395322856e-02
2.937500000000000000e+04,1.647999712183502094e-02
2.940000000000000000e+04,1.614402778978255362e-02
2.942500000000000000e+04,1.580873200108046453e-02
2.945000000000000000e+04,1.547410960902811071e-02
2.947500000000000000e+04,1.514016046693954058e-02
2.950000000000000000e+04,1.480688442814349914e-02
2.952500000000000000e+04,1.447428134598342103e-02
2.955000000000000000e+04,1.414235107381742185e-02
2.957500000000000000e+04,1.381109346501832938e-02
2.960000000000000000e+04,1.348050837297365065e-02
2.962500000000000000e+04,1.315059565108558752e-02
2.965000000000000000e+04,1.282135515277101935e-02
2.967500000000000000e+04,1.249278673146153942e-02
2.970000000000000000e+04,1.216489024060340811e-02
2.972500000000000000e+04,1.183766553365758409e-02
2.975000000000000000e+04,1.151111246409970354e-02
2.977500000000000000e+04,1.118523088542010616e-02
2.980000000000000000e+04,1.086002065112380739e-02
2.982500000000000000e+04,1.053548161473050540e-02
2.985000000000000000e+04,1.021161362977458451e-02
2.987500000000000000e+04,9.888416549805125605e-03
2.990000000000000000e+04,9.565890228385873217e-03
2.992500000000000000e+04,9.244034519095278846e-03
2.995000000000000000e+04,8.922849275526448937e-03
2.997500000000000000e+04,8.602334351287195188e-03
3.000000000000000000e+04,8.282489599999999855e-03
3.002500000000000000e+04,0.000000000000000000e+00
