mission_week,mission_year,week_of_year,calendar_start,appendix,program,key_science_row,target,hours,weekly_wall_fraction,allocation_type,visibility_fraction
120,3,16,2032-04-15,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
120,3,16,2032-04-15,A,SN Ia time-domain cadence,SN Ia time domain,SN north,2.0,0.011904761904761904,cadence baseline,1.0
121,3,17,2032-04-22,X,AM CVn monitoring,Compact monitoring / ToO,CR Boo,0.75,0.004464285714285714,target-visit MILP,1.0
121,3,17,2032-04-22,X,AM CVn monitoring,Compact monitoring / ToO,GP Com,0.75,0.004464285714285714,target-visit MILP,1.0
121,3,17,2032-04-22,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
121,3,17,2032-04-22,B,First-light known giants,Exoplanet giants / disks,HD 147513 b,16.666666666666668,0.09920634920634921,target-visit MILP,1.0
121,3,17,2032-04-22,B,Mature-giant search program,Exoplanet giants / disks,HD 120036A,13.986013986013987,0.08325008325008325,target-visit MILP,1.0
121,3,17,2032-04-22,B,Mature-giant search program,Exoplanet giants / disks,w Her,13.986013986013987,0.08325008325008325,target-visit MILP,1.0
121,3,17,2032-04-22,C,NEO optical blind survey,NEO blind survey / recovery,Dynamic ecliptic scan annulus,9.215189873417721,0.05485232067510548,blind survey,1.0
121,3,17,2032-04-22,C,NEO recovery ToO reserve,NEO blind survey / recovery,Future MPC alert,3.6860759493670887,0.021940928270042195,reserved,1.0
121,3,17,2032-04-22,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
121,3,17,2032-04-22,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
121,3,17,2032-04-22,A,SN Ia time-domain cadence,SN Ia time domain,SN north,2.0,0.011904761904761904,cadence baseline,1.0
122,3,18,2032-04-29,X,AM CVn monitoring,Compact monitoring / ToO,HP Lib,0.75,0.004464285714285714,target-visit MILP,1.0
122,3,18,2032-04-29,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
122,3,18,2032-04-29,B,Mature-giant search program,Exoplanet giants / disks,HD 120467,13.986013986013987,0.08325008325008325,target-visit MILP,1.0
122,3,18,2032-04-29,B,Mature-giant search program,Exoplanet giants / disks,HD 122064,13.986013986013987,0.08325008325008325,target-visit MILP,1.0
122,3,18,2032-04-29,C,NEO optical blind survey,NEO blind survey / recovery,Dynamic ecliptic scan annulus,9.215189873417721,0.05485232067510548,blind survey,1.0
122,3,18,2032-04-29,C,NEO recovery ToO reserve,NEO blind survey / recovery,Future MPC alert,3.6860759493670887,0.021940928270042195,reserved,1.0
122,3,18,2032-04-29,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
122,3,18,2032-04-29,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
122,3,18,2032-04-29,A,SN Ia time-domain cadence,SN Ia time domain,SN north,2.0,0.011904761904761904,cadence baseline,1.0
123,3,19,2032-05-06,X,AM CVn monitoring,Compact monitoring / ToO,V803 Cen,0.75,0.004464285714285714,target-visit MILP,1.0
123,3,19,2032-05-06,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
123,3,19,2032-05-06,B,Giant orbit determination,Exoplanet giants / disks,47 UMa b,14.814814814814815,0.08818342151675485,target-visit MILP,1.0
123,3,19,2032-05-06,C,NEO optical blind survey,NEO blind survey / recovery,Dynamic ecliptic scan annulus,9.215189873417721,0.05485232067510548,blind survey,1.0
123,3,19,2032-05-06,C,NEO recovery ToO reserve,NEO blind survey / recovery,Future MPC alert,3.6860759493670887,0.021940928270042195,reserved,1.0
123,3,19,2032-05-06,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
123,3,19,2032-05-06,OPS,L2 station keeping,Observatory maintenance / overhead,Spacecraft orbit,2.0,0.011904761904761904,maintenance,1.0
123,3,19,2032-05-06,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
123,3,19,2032-05-06,A,SN Ia time-domain cadence,SN Ia time domain,SN north,2.0,0.011904761904761904,cadence baseline,1.0
124,3,20,2032-05-13,X,AM CVn monitoring,Compact monitoring / ToO,AM CVn,0.75,0.004464285714285714,target-visit MILP,1.0
124,3,20,2032-05-13,X,AM CVn monitoring,Compact monitoring / ToO,CE 315,0.75,0.004464285714285714,target-visit MILP,1.0
124,3,20,2032-05-13,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
124,3,20,2032-05-13,A,Wide ELG BAO/RSD,ELG wide North,Boötes north,15.25,0.09077380952380952,continuous LP,1.0
124,3,20,2032-05-13,B,First-light known giants,Exoplanet giants / disks,GJ 414 A c,16.666666666666668,0.09920634920634921,target-visit MILP,1.0
124,3,20,2032-05-13,B,Giant orbit determination,Exoplanet giants / disks,47 UMa b,14.814814814814815,0.08818342151675485,target-visit MILP,1.0
124,3,20,2032-05-13,B,Mature-giant search program,Exoplanet giants / disks,20 Crt,13.986013986013987,0.08325008325008325,target-visit MILP,1.0
124,3,20,2032-05-13,C,NEO optical blind survey,NEO blind survey / recovery,Dynamic ecliptic scan annulus,9.215189873417721,0.05485232067510548,blind survey,1.0
124,3,20,2032-05-13,C,NEO recovery ToO reserve,NEO blind survey / recovery,Future MPC alert,3.6860759493670887,0.021940928270042195,reserved,1.0
124,3,20,2032-05-13,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
124,3,20,2032-05-13,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
124,3,20,2032-05-13,A,SN Ia time-domain cadence,SN Ia time domain,SN north,2.0,0.011904761904761904,cadence baseline,1.0
125,3,21,2032-05-20,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
125,3,21,2032-05-20,A,Wide ELG BAO/RSD,ELG wide North,Boötes north,36.0,0.21428571428571427,continuous LP,1.0
125,3,21,2032-05-20,B,Giant orbit determination,Exoplanet giants / disks,GJ 414 A c,14.814814814814815,0.08818342151675485,target-visit MILP,1.0
125,3,21,2032-05-20,B,Mature-giant search program,Exoplanet giants / disks,BD+30 2512,13.986013986013987,0.08325008325008325,target-visit MILP,1.0
125,3,21,2032-05-20,C,NEO optical blind survey,NEO blind survey / recovery,Dynamic ecliptic scan annulus,9.215189873417721,0.05485232067510548,blind survey,1.0
125,3,21,2032-05-20,C,NEO recovery ToO reserve,NEO blind survey / recovery,Future MPC alert,3.6860759493670887,0.021940928270042195,reserved,1.0
125,3,21,2032-05-20,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
125,3,21,2032-05-20,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
125,3,21,2032-05-20,A,SN Ia time-domain cadence,SN Ia time domain,SN north,2.0,0.011904761904761904,cadence baseline,1.0
126,3,22,2032-05-27,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
126,3,22,2032-05-27,A,Medium/deep ELG tiers,Deep / imaging calibration,Boötes north,16.5,0.09821428571428571,continuous LP,1.0
126,3,22,2032-05-27,A,Wide ELG BAO/RSD,ELG wide North,Boötes north,36.0,0.21428571428571427,continuous LP,1.0
126,3,22,2032-05-27,B,Giant orbit determination,Exoplanet giants / disks,HD 147513 b,14.814814814814815,0.08818342151675485,target-visit MILP,1.0
126,3,22,2032-05-27,B,Mature-giant search program,Exoplanet giants / disks,HD 150689,13.986013986013987,0.08325008325008325,target-visit MILP,1.0
126,3,22,2032-05-27,C,NEO optical blind survey,NEO blind survey / recovery,Dynamic ecliptic scan annulus,9.215189873417721,0.05485232067510548,blind survey,1.0
126,3,22,2032-05-27,C,NEO recovery ToO reserve,NEO blind survey / recovery,Future MPC alert,3.6860759493670887,0.021940928270042195,reserved,1.0
126,3,22,2032-05-27,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
126,3,22,2032-05-27,OPS,L2 station keeping,Observatory maintenance / overhead,Spacecraft orbit,2.0,0.011904761904761904,maintenance,1.0
126,3,22,2032-05-27,OPS,Momentum unload,Observatory maintenance / overhead,Reaction wheels,3.0,0.017857142857142856,maintenance,1.0
126,3,22,2032-05-27,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
126,3,22,2032-05-27,A,SN Ia time-domain cadence,SN Ia time domain,SN north,2.0,0.011904761904761904,cadence baseline,1.0
127,3,23,2032-06-03,X,AM CVn monitoring,Compact monitoring / ToO,AM CVn,0.75,0.004464285714285714,target-visit MILP,1.0
127,3,23,2032-06-03,X,AM CVn monitoring,Compact monitoring / ToO,CE 315,0.75,0.004464285714285714,target-visit MILP,1.0
127,3,23,2032-06-03,X,AM CVn monitoring,Compact monitoring / ToO,V803 Cen,0.75,0.004464285714285714,target-visit MILP,1.0
127,3,23,2032-06-03,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
127,3,23,2032-06-03,A,Medium/deep ELG tiers,Deep / imaging calibration,Boötes north,24.0,0.14285714285714285,continuous LP,1.0
127,3,23,2032-06-03,A,Wide ELG BAO/RSD,ELG wide North,Boötes north,36.0,0.21428571428571427,continuous LP,1.0
127,3,23,2032-06-03,B,Mature-giant search program,Exoplanet giants / disks,HD 154577,13.986013986013987,0.08325008325008325,target-visit MILP,1.0
127,3,23,2032-06-03,B,Mature-giant search program,Exoplanet giants / disks,V2215 Oph,13.986013986013987,0.08325008325008325,target-visit MILP,1.0
127,3,23,2032-06-03,B,Mature-giant search program,Exoplanet giants / disks,psi Ser,13.986013986013987,0.08325008325008325,target-visit MILP,1.0
127,3,23,2032-06-03,C,NEO optical blind survey,NEO blind survey / recovery,Dynamic ecliptic scan annulus,9.215189873417721,0.05485232067510548,blind survey,1.0
127,3,23,2032-06-03,C,NEO recovery ToO reserve,NEO blind survey / recovery,Future MPC alert,3.6860759493670887,0.021940928270042195,reserved,1.0
127,3,23,2032-06-03,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
127,3,23,2032-06-03,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
127,3,23,2032-06-03,A,SN Ia time-domain cadence,SN Ia time domain,SN north,2.0,0.011904761904761904,cadence baseline,1.0
128,3,24,2032-06-10,X,AM CVn monitoring,Compact monitoring / ToO,GP Com,0.75,0.004464285714285714,target-visit MILP,1.0
128,3,24,2032-06-10,X,AM CVn monitoring,Compact monitoring / ToO,KL Dra,0.75,0.004464285714285714,target-visit MILP,1.0
128,3,24,2032-06-10,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
128,3,24,2032-06-10,A,Medium/deep ELG tiers,Deep / imaging calibration,Boötes north,24.0,0.14285714285714285,continuous LP,1.0
128,3,24,2032-06-10,A,Wide ELG BAO/RSD,ELG wide North,Boötes north,36.0,0.21428571428571427,continuous LP,1.0
128,3,24,2032-06-10,B,First-light known giants,Exoplanet giants / disks,HD 192310 c,16.666666666666668,0.09920634920634921,target-visit MILP,1.0
128,3,24,2032-06-10,B,Giant orbit determination,Exoplanet giants / disks,HD 147513 b,14.814814814814815,0.08818342151675485,target-visit MILP,1.0
128,3,24,2032-06-10,B,Mature-giant search program,Exoplanet giants / disks,HD 166620,13.986013986013987,0.08325008325008325,target-visit MILP,1.0
128,3,24,2032-06-10,C,NEO optical blind survey,NEO blind survey / recovery,Dynamic ecliptic scan annulus,9.215189873417721,0.05485232067510548,blind survey,1.0
128,3,24,2032-06-10,C,NEO recovery ToO reserve,NEO blind survey / recovery,Future MPC alert,3.6860759493670887,0.021940928270042195,reserved,1.0
128,3,24,2032-06-10,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
128,3,24,2032-06-10,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
128,3,24,2032-06-10,A,SN Ia time-domain cadence,SN Ia time domain,SN north,2.0,0.011904761904761904,cadence baseline,1.0
129,3,25,2032-06-17,X,AM CVn monitoring,Compact monitoring / ToO,V407 Vul,0.75,0.004464285714285714,target-visit MILP,1.0
129,3,25,2032-06-17,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
129,3,25,2032-06-17,A,Medium/deep ELG tiers,Deep / imaging calibration,Boötes north,24.0,0.14285714285714285,continuous LP,1.0
129,3,25,2032-06-17,A,Wide ELG BAO/RSD,ELG wide North,Boötes north,36.0,0.21428571428571427,continuous LP,1.0
129,3,25,2032-06-17,C,NEO optical blind survey,NEO blind survey / recovery,Dynamic ecliptic scan annulus,9.215189873417721,0.05485232067510548,blind survey,1.0
129,3,25,2032-06-17,C,NEO recovery ToO reserve,NEO blind survey / recovery,Future MPC alert,3.6860759493670887,0.021940928270042195,reserved,1.0
129,3,25,2032-06-17,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
129,3,25,2032-06-17,OPS,L2 station keeping,Observatory maintenance / overhead,Spacecraft orbit,2.0,0.011904761904761904,maintenance,1.0
129,3,25,2032-06-17,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
129,3,25,2032-06-17,A,SN Ia time-domain cadence,SN Ia time domain,SN north,2.0,0.011904761904761904,cadence baseline,1.0
130,3,26,2032-06-24,X,AM CVn monitoring,Compact monitoring / ToO,CE 315,0.75,0.004464285714285714,target-visit MILP,1.0
130,3,26,2032-06-24,X,AM CVn monitoring,Compact monitoring / ToO,CR Boo,0.75,0.004464285714285714,target-visit MILP,1.0
130,3,26,2032-06-24,X,AM CVn monitoring,Compact monitoring / ToO,GP Com,0.75,0.004464285714285714,target-visit MILP,0.8571428571428571
130,3,26,2032-06-24,X,AM CVn monitoring,Compact monitoring / ToO,KL Dra,0.75,0.004464285714285714,target-visit MILP,1.0
130,3,26,2032-06-24,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
130,3,26,2032-06-24,B,Mature-giant search program,Exoplanet giants / disks,HD 140901,13.986013986013987,0.08325008325008325,target-visit MILP,1.0
130,3,26,2032-06-24,B,Mature-giant search program,Exoplanet giants / disks,HD 147513,13.986013986013987,0.08325008325008325,target-visit MILP,1.0
130,3,26,2032-06-24,C,NEO optical blind survey,NEO blind survey / recovery,Dynamic ecliptic scan annulus,9.215189873417721,0.05485232067510548,blind survey,1.0
130,3,26,2032-06-24,C,NEO recovery ToO reserve,NEO blind survey / recovery,Future MPC alert,3.6860759493670887,0.021940928270042195,reserved,1.0
130,3,26,2032-06-24,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
130,3,26,2032-06-24,OPS,Quarterly calibration block,Observatory maintenance / overhead,Instruments and reference fields,24.0,0.14285714285714285,maintenance,1.0
130,3,26,2032-06-24,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
130,3,26,2032-06-24,A,SN Ia time-domain cadence,SN Ia time domain,SN north,2.0,0.011904761904761904,cadence baseline,1.0
131,3,27,2032-07-01,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
131,3,27,2032-07-01,A,Medium/deep ELG tiers,Deep / imaging calibration,Boötes north,24.0,0.14285714285714285,continuous LP,1.0
131,3,27,2032-07-01,A,Wide ELG BAO/RSD,ELG wide North,Boötes north,36.0,0.21428571428571427,continuous LP,1.0
131,3,27,2032-07-01,B,Mature-giant search program,Exoplanet giants / disks,HD 184489,13.986013986013987,0.08325008325008325,target-visit MILP,1.0
131,3,27,2032-07-01,C,NEO optical blind survey,NEO blind survey / recovery,Dynamic ecliptic scan annulus,9.215189873417721,0.05485232067510548,blind survey,1.0
131,3,27,2032-07-01,C,NEO recovery ToO reserve,NEO blind survey / recovery,Future MPC alert,3.6860759493670887,0.021940928270042195,reserved,1.0
131,3,27,2032-07-01,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
131,3,27,2032-07-01,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
131,3,27,2032-07-01,A,SN Ia time-domain cadence,SN Ia time domain,SN north,2.0,0.011904761904761904,cadence baseline,1.0
132,3,28,2032-07-08,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
132,3,28,2032-07-08,B,Mature-giant search program,Exoplanet giants / disks,AX Mic,13.986013986013987,0.08325008325008325,target-visit MILP,1.0
132,3,28,2032-07-08,B,Young giants and debris disks,Exoplanet giants / disks,Target list not fixed in Appendix B,8.0,0.047619047619047616,continuous LP,1.0
132,3,28,2032-07-08,C,NEO optical blind survey,NEO blind survey / recovery,Dynamic ecliptic scan annulus,9.215189873417721,0.05485232067510548,blind survey,1.0
132,3,28,2032-07-08,C,NEO recovery ToO reserve,NEO blind survey / recovery,Future MPC alert,3.6860759493670887,0.021940928270042195,reserved,1.0
132,3,28,2032-07-08,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
132,3,28,2032-07-08,OPS,L2 station keeping,Observatory maintenance / overhead,Spacecraft orbit,2.0,0.011904761904761904,maintenance,1.0
132,3,28,2032-07-08,OPS,Momentum unload,Observatory maintenance / overhead,Reaction wheels,3.0,0.017857142857142856,maintenance,1.0
132,3,28,2032-07-08,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
132,3,28,2032-07-08,A,SN Ia time-domain cadence,SN Ia time domain,SN north,2.0,0.011904761904761904,cadence baseline,0.5714285714285714
133,3,29,2032-07-15,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
133,3,29,2032-07-15,B,Giant orbit determination,Exoplanet giants / disks,HD 192310 c,14.814814814814815,0.08818342151675485,target-visit MILP,1.0
133,3,29,2032-07-15,B,Giant orbit determination,Exoplanet giants / disks,HD 219134 h,14.814814814814815,0.08818342151675485,target-visit MILP,0.7142857142857143
133,3,29,2032-07-15,C,NEO optical blind survey,NEO blind survey / recovery,Dynamic ecliptic scan annulus,9.215189873417721,0.05485232067510548,blind survey,1.0
133,3,29,2032-07-15,C,NEO recovery ToO reserve,NEO blind survey / recovery,Future MPC alert,3.6860759493670887,0.021940928270042195,reserved,1.0
133,3,29,2032-07-15,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
133,3,29,2032-07-15,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
134,3,30,2032-07-22,X,AM CVn monitoring,Compact monitoring / ToO,KL Dra,0.75,0.004464285714285714,target-visit MILP,1.0
134,3,30,2032-07-22,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
134,3,30,2032-07-22,B,Giant orbit determination,Exoplanet giants / disks,HD 192310 c,14.814814814814815,0.08818342151675485,target-visit MILP,1.0
134,3,30,2032-07-22,B,Giant orbit determination,Exoplanet giants / disks,HD 192310 c,14.814814814814815,0.08818342151675485,target-visit MILP,1.0
134,3,30,2032-07-22,B,Giant orbit determination,Exoplanet giants / disks,HD 219134 h,14.814814814814815,0.08818342151675485,target-visit MILP,1.0
134,3,30,2032-07-22,B,Mature-giant search program,Exoplanet giants / disks,HD 166348,13.986013986013987,0.08325008325008325,target-visit MILP,1.0
134,3,30,2032-07-22,B,Young giants and debris disks,Exoplanet giants / disks,Target list not fixed in Appendix B,18.0,0.10714285714285714,continuous LP,1.0
134,3,30,2032-07-22,C,NEO optical blind survey,NEO blind survey / recovery,Dynamic ecliptic scan annulus,9.215189873417721,0.05485232067510548,blind survey,1.0
134,3,30,2032-07-22,C,NEO recovery ToO reserve,NEO blind survey / recovery,Future MPC alert,3.6860759493670887,0.021940928270042195,reserved,1.0
134,3,30,2032-07-22,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
134,3,30,2032-07-22,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
134,3,30,2032-07-22,A,SN Ia time-domain cadence,SN Ia time domain,SN south,2.0,0.011904761904761904,cadence baseline,1.0
135,3,31,2032-07-29,X,AM CVn monitoring,Compact monitoring / ToO,HP Lib,0.75,0.004464285714285714,target-visit MILP,1.0
135,3,31,2032-07-29,X,AM CVn monitoring,Compact monitoring / ToO,HP Lib,0.75,0.004464285714285714,target-visit MILP,1.0
135,3,31,2032-07-29,X,AM CVn monitoring,Compact monitoring / ToO,V407 Vul,0.75,0.004464285714285714,target-visit MILP,1.0
135,3,31,2032-07-29,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
135,3,31,2032-07-29,B,Mature-giant search program,Exoplanet giants / disks,HD 190007,13.986013986013987,0.08325008325008325,target-visit MILP,1.0
135,3,31,2032-07-29,B,Mature-giant search program,Exoplanet giants / disks,TW PsA,13.986013986013987,0.08325008325008325,target-visit MILP,1.0
135,3,31,2032-07-29,B,Young giants and debris disks,Exoplanet giants / disks,Target list not fixed in Appendix B,18.0,0.10714285714285714,continuous LP,1.0
135,3,31,2032-07-29,C,NEO optical blind survey,NEO blind survey / recovery,Dynamic ecliptic scan annulus,9.215189873417721,0.05485232067510548,blind survey,1.0
135,3,31,2032-07-29,C,NEO recovery ToO reserve,NEO blind survey / recovery,Future MPC alert,3.6860759493670887,0.021940928270042195,reserved,1.0
135,3,31,2032-07-29,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
135,3,31,2032-07-29,OPS,L2 station keeping,Observatory maintenance / overhead,Spacecraft orbit,2.0,0.011904761904761904,maintenance,1.0
135,3,31,2032-07-29,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
135,3,31,2032-07-29,A,SN Ia time-domain cadence,SN Ia time domain,SN south,2.0,0.011904761904761904,cadence baseline,1.0
136,3,32,2032-08-05,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
136,3,32,2032-08-05,B,Young giants and debris disks,Exoplanet giants / disks,Target list not fixed in Appendix B,18.0,0.10714285714285714,continuous LP,1.0
136,3,32,2032-08-05,C,NEO optical blind survey,NEO blind survey / recovery,Dynamic ecliptic scan annulus,9.215189873417721,0.05485232067510548,blind survey,1.0
136,3,32,2032-08-05,C,NEO recovery ToO reserve,NEO blind survey / recovery,Future MPC alert,3.6860759493670887,0.021940928270042195,reserved,1.0
136,3,32,2032-08-05,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
136,3,32,2032-08-05,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
136,3,32,2032-08-05,A,SN Ia time-domain cadence,SN Ia time domain,SN south,2.0,0.011904761904761904,cadence baseline,1.0
137,3,33,2032-08-12,X,AM CVn monitoring,Compact monitoring / ToO,HP Lib,0.75,0.004464285714285714,target-visit MILP,0.8571428571428571
137,3,33,2032-08-12,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
137,3,33,2032-08-12,B,Giant orbit determination,Exoplanet giants / disks,HD 147513 b,14.814814814814815,0.08818342151675485,target-visit MILP,1.0
137,3,33,2032-08-12,B,Young giants and debris disks,Exoplanet giants / disks,Target list not fixed in Appendix B,18.0,0.10714285714285714,continuous LP,1.0
137,3,33,2032-08-12,C,NEO optical blind survey,NEO blind survey / recovery,Dynamic ecliptic scan annulus,9.215189873417721,0.05485232067510548,blind survey,1.0
137,3,33,2032-08-12,C,NEO recovery ToO reserve,NEO blind survey / recovery,Future MPC alert,3.6860759493670887,0.021940928270042195,reserved,1.0
137,3,33,2032-08-12,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
137,3,33,2032-08-12,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
137,3,33,2032-08-12,A,SN Ia time-domain cadence,SN Ia time domain,SN south,2.0,0.011904761904761904,cadence baseline,1.0
138,3,34,2032-08-19,X,AM CVn monitoring,Compact monitoring / ToO,ES Cet,0.75,0.004464285714285714,target-visit MILP,1.0
138,3,34,2032-08-19,X,Compact-object ToO reserve,Compact monitoring / ToO,Future KMTNet/LVK alert,1.8430379746835444,0.010970464135021098,reserved,1.0
138,3,34,2032-08-19,B,Mature-giant search program,Exoplanet giants / disks,12 Oph,13.986013986013987,0.08325008325008325,target-visit MILP,1.0
138,3,34,2032-08-19,B,Mature-giant search program,Exoplanet giants / disks,HD 10436,13.986013986013987,0.08325008325008325,target-visit MILP,1.0
138,3,34,2032-08-19,B,Mature-giant search program,Exoplanet giants / disks,p Eri A,13.986013986013987,0.08325008325008325,target-visit MILP,1.0
138,3,34,2032-08-19,B,Young giants and debris disks,Exoplanet giants / disks,Target list not fixed in Appendix B,18.0,0.10714285714285714,continuous LP,1.0
138,3,34,2032-08-19,C,NEO optical blind survey,NEO blind survey / recovery,Dynamic ecliptic scan annulus,9.215189873417721,0.05485232067510548,blind survey,1.0
138,3,34,2032-08-19,C,NEO recovery ToO reserve,NEO blind survey / recovery,Future MPC alert,3.6860759493670887,0.021940928270042195,reserved,1.0
138,3,34,2032-08-19,OPS,General observatory overhead,Observatory maintenance / overhead,Operations and calibration,21.44846153846154,0.12766941391941394,indirect overhead,1.0
138,3,34,2032-08-19,OPS,L2 station keeping,Observatory maintenance / overhead,Spacecraft orbit,2.0,0.011904761904761904,maintenance,1.0
138,3,34,2032-08-19,OPS,Momentum unload,Observatory maintenance / overhead,Reaction wheels,3.0,0.017857142857142856,maintenance,1.0
138,3,34,2032-08-19,OPS,Wavefront sensing and control,Observatory maintenance / overhead,Segmented primary mirror,2.52,0.015,maintenance,1.0
138,3,34,2032-08-19,A,SN Ia time-domain cadence,SN Ia time domain,SN south,2.0,0.011904761904761904,cadence baseline,1.0
